category,headline,authors,link,short_description,date
WORLD NEWS,British Election: Vote Early And Often,"Christopher Harder, ContributorChristopher Harder is a freelance writer and editor.",https://www.huffingtonpost.com/entry/vote-early-and-often_us_5936a570e4b0cca4f42d9d45,Britain is facing yet another election on Thursday and is still wrestling with the repercussions of its vote to leave the,2017-06-06
WORLD NEWS,Harrowing Images From Venezuela's Deadly Protests,Chris McGonigal and Nick Robins-Early,https://www.huffingtonpost.com/entry/venezuela-protest-photos_us_597f3e54e4b0da64e87a9ecb,The country's political and economic crisis has caused thousands to take to the streets.,2017-07-31
WORLD NEWS,"News Roundup for July 6, 2017","Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every...",https://www.huffingtonpost.com/entry/news-roundup-for-july-6-2017_us_595e6b02e4b08f5c97d067d8,The news is the blues. 1. Trump says he is planning “very severe things” to punish North Korea. If this doesn’t terrify you,2017-07-06
WORLD NEWS,"Soviet Nerve Agent Poisoned Ex-Russian Spy And Daughter, Watchdog Confirms",Willa Frej,https://www.huffingtonpost.com/entry/soviet-nerve-agent-poisoned-ex-russian-spy-and-daughter-watchdog-confirms_us_5acf3152e4b0701783abbe2c,An international chemical weapons group's analysis confirms British tests on the poison -- and further points to Russia as the culprit.,2018-04-12
WORLD NEWS,Black-Market Baby Trade Flourishes In India After Adoption Law Reform,,https://www.huffingtonpost.com/entry/black-market-baby-trade-flourishes-in-india-after-adoption-law-reform_us_59567dcde4b02734df31ffe1,The recent uncovering of a major baby-trafficking racket in eastern India has brought the issue of Indian adoption into the,2017-06-30
WORLD NEWS,Cyber Attacks Cripple Companies Worldwide,"Jack Stubbs and Pavel Polityuk, Reuters",https://www.huffingtonpost.com/entry/cyber-attacks-europe_us_595270c5e4b0da2c731ead25,Petya is malware that makes computers inoperable by encrypting their hard drives and demands ransoms in exchange for a digital key to restore access.,2017-06-27
WORLD NEWS,Baghdad Bomb Blasts Kill 20 And Wound 80 During Ramadan,,https://www.huffingtonpost.com/entry/baghdad-bombings_us_592d4150e4b053f2d2adf22a,The attackers struck during the Muslim holy month of Ramadan when many people stay up past midnight and eat out to prepare for the next day’s fast.,2017-05-30
WORLD NEWS,At Least 16 Dead After Migrant Boat Capsizes Off Greek Coast,"Lefteris Papadimas, Reuters",https://www.huffingtonpost.com/entry/migrant-boat-sinks-aegean-sea_us_5aacfd84e4b05b2217ff0b1e,Five children are reportedly among the dead.,2018-03-17
WORLD NEWS,"North Korea Fires Multiple Missiles, South Korean Military Says","By Ju-min Park and Soyoung Kim, Reuters",https://www.huffingtonpost.com/entry/north-korea-fires_us_593881d5e4b00610547f2f47,The hermit nation has conducted several missile tests this year in defiance of international sanctions.,2017-06-07
WORLD NEWS,Christian Leaders Warned Trump Against Recognizing Jerusalem As Israeli Capital,Antonia Blumberg,https://www.huffingtonpost.com/entry/christian-leaders-warned-trump-on-jerusalem_us_5a283173e4b02d3bfc37a9a5,"""Any sudden changes would cause irreparable harm,"" a group of 13 Christian patriarchs and heads of churches in Jerusalem urged.",2017-12-06
WORLD NEWS,UNESCO Designates New World Heritage Sites,Lydia O'Connor,https://www.huffingtonpost.com/entry/unesco-world-heritage-sites_us_59628923e4b02e9bdb0d8088,"They include ancient cities, sacred islands and historic cave art.",2017-07-09
WORLD NEWS,Turkish Capital Bans LGBT Rights Events,"David Dolan, Reuters",https://www.huffingtonpost.com/entry/ankara-lgbt-events-ban_us_5a11a9bde4b0dd63b1ab051e,Ankara officials said such activities could jeopardize public safety.,2017-11-19
WORLD NEWS,Looking For Democracy In Syria's Idlib: A Diary Entry,"Wissam Zarqa, Syria Deeplly",https://www.huffingtonpost.com/entry/looking-for-democracy-in-syrias-idlib-a-diary-entry_us_59bc2bbce4b086432b07187c,"After being forced to flee eastern Aleppo in December, Wissam Zarqa moved to Idlib. Although the insurgent-held province",2017-09-15
WORLD NEWS,‘Triple Talaq’ Abolition Is Only The Start Of A Larger Campaign For Gender Justice In India,"The Conversation Global, ContributorThe Conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/triple-talaq-abolition-is-only-the-start-of-a-larger_us_59c0010fe4b06ecee6b2a2cd,"The egregious practice that some Muslim men employ to divorce their wives instantaneously and without their consent, merely",2017-09-18
WORLD NEWS,"U.S. Embassy In London, Stiffed By Real Trump, Gets Visit From Stiff Trump",Chris McGonigal,https://www.huffingtonpost.com/entry/wax-trump-embassy-london_us_5a58d6eae4b02cebbfdb4349,"Well played, Madame Tussauds.",2018-01-12
WORLD NEWS,Protesters Mob North Korean Officials Ahead Of Olympics Closing Ceremony,"Reuters Staff, Reuters",https://www.huffingtonpost.com/entry/north-korean-officials-olympics-closing-ceremony_us_5a924c90e4b01e9e56bc6cfb,The North sent to the ceremony a former intelligence chief blamed for the sinking of a South Korean Navy ship.,2018-02-25
WORLD NEWS,Trump's Budget Cuts To International Aid Put Global Health Security At Risk,"The Conversation Global, ContributorThe Conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/trump-budgets-cuts-to-international-aid-put-global_us_59286d6be4b07d848fdc0364,"Ana Rita Sousa Sequeira, Murdoch University US President Donald Trump’s first budget request for fiscal year 2018 includes",2017-05-26
WORLD NEWS,South Korean Actress Who Was Kidnapped And Forced To Make North Korean Films Dies At 92,Kimberly Yam,https://www.huffingtonpost.com/entry/choi-eun-hee-dies-at-92_us_5ad64154e4b077c89ced6bdc,"“All of a sudden a guy grabbed me by the arms. Before I knew it, I was onboard. All the blood drained from my head to my toes.”",2018-04-18
WORLD NEWS,"Global Series: Talking Sex, Changing Cultures","The Conversation Global, ContributorThe Conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/global-series-talking-sex-changing-cultures_us_5964ece3e4b0deab7c646be0,"Catesby Holmes, The Conversation; Clea Chakraverty, The Conversation; Fabrice Rousselot, The Conversation, and Stephan Schmidt",2017-07-11
WORLD NEWS,Liberian Laboratory For School Privatization Schemes,"Alan Singer, ContributorSocial studies educator, Hofstra University, my opinions, of c...",https://www.huffingtonpost.com/entry/liberian-laboratory-for-school-privatization-schemes_us_5982fd9fe4b094ff5a3f0beb,"Businesses, foundations, and so-called “reform” groups pushing to privatize and profit from education around the world at",2017-08-03
WORLD NEWS,The Far Right Might Become Germany's Main Opposition Party,Nick Robins-Early,https://www.huffingtonpost.com/entry/germany-far-right-afd-merkel_us_5a1c1efee4b064948075b386,"As Chancellor Angela Merkel looks to form a government, the anti-Islam AfD stands to gain.",2017-11-28
WORLD NEWS,Australia Celebrates As Parliament Approves Same-Sex Marriage,"Doha Madani, Nick Visser, and Dominique Mosbergen",https://www.huffingtonpost.com/entry/australia-parliament-house-passes-same-sex-marriage_us_5a285e4de4b0b185e53925f3,Public opinion was on the side of marriage equality.,2017-12-07
WORLD NEWS,Cracks Appear In ISIS Online Caliphate,"Andrew McIntosh, HuffPost Quebec",https://www.huffingtonpost.com/entry/isis-cybersecurity_us_5966b48fe4b0d51cda5ffb51,"ISIS has not only lost the Iraqi city of Mosul, it’s also losing the cyberspace jihad.",2017-07-13
WORLD NEWS,Sierra Leone Mudslides: Making Sure Humanitarian Aid Reaches Women,"UN Women, ContributorUN Women is the UN organization dedicated to gender equality a...",https://www.huffingtonpost.com/entry/sierra-leone-mudslides-making-sure-humanitarian-aid_us_59a736ffe4b096fd8876c051,"Cross posted from UN Women. Following heavy rains on 14 August, mudslides have left more than 400 people dead and an estimated",2017-08-30
WORLD NEWS,Soft Targets And Tourist Terrorism,"Daniel Wagner, ContributorCEO of Country Risk Solutions and widely published author on c...",https://www.huffingtonpost.com/entry/soft-targets-and-tourist-terrorism_us_599a5dc4e4b033e0fbdec5bc,It seems that nearly every week now we are confronted by horrific headlines involving the carnage of tourists and ordinary,2017-08-21
WORLD NEWS,Justin Trudeau Delivers Formal Apology To LGBTQ Canadians,Lydia O'Connor,https://www.huffingtonpost.com/entry/justin-trudeau-lgbtq-apology_us_5a1dcf05e4b04abdc61487e6,"The systematic persecution of LGBTQ public servants is “an often overlooked part of Canada’s history,” Trudeau said Tuesday.",2017-11-28
WORLD NEWS,India Approves Death Penalty For Child Rapists Amid Outrage Over Recent Cases,,https://www.huffingtonpost.com/entry/india-death-penalty-child-rapists_us_5adb43efe4b075b631e62e45,"In the emergency meeting called by Prime Minister Narendra Modi, the cabinet passed an executive order to amend the criminal law.",2018-04-21
WORLD NEWS,Germany Confronts Rising Anti-Semitism After Rap Duo With Holocaust Lyrics Wins Award,Willa Frej,https://www.huffingtonpost.com/entry/germany-anti-semitic-rap-album-award_us_5ad876c8e4b03c426dabb382,The country has experienced an uptick in anti-Semitic incidents in recent months.,2018-04-19
WORLD NEWS,Muslim Australian Founder Of Youth Without Borders Is Denied Entry Into U.S.,Carla Herreria,https://www.huffingtonpost.com/entry/yassmin-abdel-magied-denied-us-entry_us_5aceb31ce4b0701783ab37e0,"Yassmin Abdel-Magied, stopped on her way to a New York event, was scheduled to give a presentation titled ""No Country for Young Muslim Women.""",2018-04-12
WORLD NEWS,Nearly 100 Dead After Bomb Hidden In Ambulance Explodes In Kabul,"Hamid Shalizi and Mirwais Harooni, Reuters",https://www.huffingtonpost.com/entry/kabul-afghanistan-bomb-ambulance-dozens-killed_us_5a6c85a4e4b06e253267e77f,The casualty toll is the worst since 150 people were killed in a truck bomb explosion last May.,2018-01-27
WORLD NEWS,"News Roundup for October 5, 2017",Outspeak,https://www.huffingtonpost.com/entry/news-roundup-for-october-5-2017_us_59d65d4ee4b0380b6c9adfa9,"You need some news? 1. Las Vegas Sheriff Joseph Lombardo believes Stephen Paddock had to have had help, he just doesn’t know",2017-10-05
WORLD NEWS,Family Stranded In Scotland Rescued By None Other Than The Hogwarts Express,Dominique Mosbergen,https://www.huffingtonpost.com/entry/hogwarts-express-rescues-family_us_59e4aa54e4b04d1d5183162c,"“When they saw the steam train coming, all sadness left their little faces and was replaced by excitement and fun.”",2017-10-16
WORLD NEWS,What We Didn't Know Or Chose To Ignore About The '67 War,"James Zogby, ContributorPresident, Arab American Institute; Author, ""Arab Voices""",https://www.huffingtonpost.com/entry/what-we-didnt-know-or-chose-to-ignore-about-the-67_us_59440574e4b0940f84fe2de6,"In June of 1967, I was in the midst of my final weeks in college when the war broke out. At the time, I knew little about",2017-06-17
WORLD NEWS,U.S. Pushes Security Council For New North Korea Sanctions,,https://www.huffingtonpost.com/entry/north-korea-sanctions_us_59ad7e6ee4b0dfaafcf1d312,"""Our country’s patience is not unlimited. We will defend our allies and our territory,” U.S. Ambassador Haley said.",2017-09-04
WORLD NEWS,North Korea Accepts Offer For Dialogue From South Korea,"Christine Kim, Reuters",https://www.huffingtonpost.com/entry/north-korea-accepts-offer-for-dialogue-from-south-korea_us_5a4ef31be4b003133ec6b307,The last time the two Koreas engaged in official talks was in December 2015.,2018-01-05
WORLD NEWS,Putin Orders Massive Cuts To  U.S. Diplomatic Staff In Russia,Nick Robins-Early,https://www.huffingtonpost.com/entry/putin-russia-diplomats_us_597e2235e4b02a8434b716d3,The move is retaliation for new U.S. sanctions against Russia that Congress has approved.,2017-07-30
WORLD NEWS,"Venezuelans Vote For All-Powerful Assembly, Under Government Pressure",,https://www.huffingtonpost.com/entry/venezuela-vote-protests_us_597de482e4b02a4ebb75f7f0,"The opposition is boycotting the election, which is expected to hand sweeping powers to the ruling party.",2017-07-30
WORLD NEWS,"Facing Global Outrage, WHO Revokes Robert Mugabe's Goodwill Ambassador Appointment",Dominique Mosbergen,https://www.huffingtonpost.com/entry/robert-mugabe-who-goodwill-ambassador-revoked_us_59ed9ab8e4b0a484d0641b12,The Zimbabwean leader served as the health organization's goodwill envoy for just five days.,2017-10-23
WORLD NEWS,Venezuela Helicopter Attack Exacerbates A Deteriorating Crisis,Jesselyn Cook,https://www.huffingtonpost.com/entry/venezuela-helicopter-attack-crisis-deepens_us_5953e3e9e4b0da2c73207f4d,"""We are living in anarchy.""",2017-06-28
WORLD NEWS,The United Nations Must Help Prevent Future Atrocities,"Isabella Lövin and Margot Wallström, Contributors",https://www.huffingtonpost.com/entry/the-united-nations-must-help-prevent-future-atrocities_us_59c3dc36e4b06f93538d0940,Let us make sure that no new names are added to the list of the worst atrocities of modern times.,2017-09-21
WORLD NEWS,"Former Russian Spy Poisoned By Nerve Agent, UK Investigators Say",Sarah Ruiz-Grossman,https://www.huffingtonpost.com/entry/russian-spy-skripal-nerve-agent-uk_us_5aa029d5e4b0d4f5b66ce072,Sergei Skripal and his daughter are still in critical condition.,2018-03-07
WORLD NEWS,Former Israeli Prime Minister Ehud Olmert Wins Early Release From Prison,,https://www.huffingtonpost.com/entry/ehud-olmert-parole_us_5954b7eae4b05c37bb7c03b3,He was serving a 27-month prison term for corruption.,2017-06-29
WORLD NEWS,Pope Francis Performs Impromptu Wedding Ceremony Aboard Papal Plane,Carol Kuruvilla,https://www.huffingtonpost.com/entry/pope-francis-wedding-plane_us_5a60ab5ae4b062a7df0b7da4,It's a match made in heaven for two Chilean flight attendants.,2018-01-18
WORLD NEWS,Killings Of Three Teens Prompts Public Scorn Over Duterte's Philippine Drug War,Nick Robins-Early,https://www.huffingtonpost.com/entry/philippines-duterte-protests-teens-killed_us_59b04014e4b0354e440ee7ec,"Since taking office last summer, the authoritarian president's violent war against drug dealers and users has left at least 7,000 people dead.",2017-09-27
WORLD NEWS,Did Jeremy Corbyn High-Five The Shadow Foreign Secretary's Boob?,Carla Herreria,https://www.huffingtonpost.com/entry/jeremy-corbyn-high-fives-boob_us_593a0679e4b0b13f2c68e56d,The Brits get awkward.,2017-06-09
WORLD NEWS,Families Begin To Identify Victims Of Spain Terror Attacks,,https://www.huffingtonpost.comhttp://www.huffingtonpost.co.uk/entry/barcelona-terror-attacks-boy-7-missing-amid-rampage-that-killed-13_uk_5996a2b3e4b01f6e801dc634,"Fourteen people were killed in two attacks including a van rampage in Barcelona’s Las Ramblas walkway on Thursday, and more",2017-08-18
WORLD NEWS,Cuba Plane Crash Reportedly Kills Over 100,Nick Robins-Early,https://www.huffingtonpost.com/entry/cuba-plane-crash-havana_us_5aff0a4ae4b0a046186b4a98,The plane went down shortly after takeoff from Havana's Jose Marti airport.,2018-05-18
WORLD NEWS,America: Beware Of Kushner Of Arabia,"Hossein Askari, ContributorProfessor of Business and International Affairs at George Wash...",https://www.huffingtonpost.com/entry/america-beware-of-kushner-of-arabia_us_5a05d821e4b0ee8ec36940f3,"Very quickly and with Trump’s blessing, Kushner has effectively become America’s “Mr. Middle East.”",2017-11-10
WORLD NEWS,Paris Attacks Suspect Sentenced To 20 Years In Prison For Brussels Shootout With Police,,https://www.huffingtonpost.com/entry/paris-attacks-suspect-brussels-verdict_us_5adda544e4b075b631e78da9,Abdeslam’s co-defendant Sofien Ayari also received a 20-year term for attempted terrorist murder.,2018-04-23
WORLD NEWS,"It’s ‘Almost Inconceivable’ MH370 Plane Still Missing, Says Final Australian Report",Jesselyn Cook,https://www.huffingtonpost.com/entry/mh370-missing-plane-final-report_us_59d13785e4b09538b508f8ee,The fate of the vanished aircraft and the 239 people on board may never be known.,2017-10-03
WORLD NEWS,"Former Hostage Joshua Boyle Facing 15 Charges, Including Assault",Doha Madani,https://www.huffingtonpost.com/entry/joshua-boyle-facing-charges_us_5a4c0473e4b06d1621bb7aff,The Canadian and his family were held captive by a Taliban-linked group for five years before being freed by Pakistani forces in October.,2018-01-03
WORLD NEWS,Wildfires Are Raging In The Mediterranean. What Can We Learn?,"The Conversation Global, ContributorThe Conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/wildfires-are-raging-in-the-mediterranean-what-can_us_5970c819e4b0d72667b05eb8,"Luke Kelly, University of Melbourne; Eduard Plana Bach, and Marc Font Bernet In Italy, firefighters across the country are",2017-07-20
WORLD NEWS,Mexico Tour Bus Crash Kills At Least 12,Nina Golgowski,https://www.huffingtonpost.com/entry/mexico-tour-bus-crash_us_5a3a62dce4b0b0e5a79e99ec,Five American cruise ship passengers were reportedly among those killed in the excursion.,2017-12-20
WORLD NEWS,Company Gives Nonsmokers 6 Days Off For Forgoing Smoking Breaks,Nina Golgowski,https://www.huffingtonpost.com/entry/company-rewards-nonsmokers_us_59f87769e4b09b5c2568fcc8,The new perk is meant to compensate nonsmokers at the Japanese company for the time others spend taking the breaks.,2017-10-31
WORLD NEWS,Angela Merkel's Election Victory Belies Germany's Problem With Gender Inequality,Willa Frej,https://www.huffingtonpost.com/entry/germany-merkel-gender-inequality_us_59c10a65e4b087fdf507e4fb,It's a reflection of long-standing traditions surrounding the role of women in society.,2017-09-25
WORLD NEWS,The World’s Largest Lottery Has Just Drawn Its Winners,Carol Kuruvilla,https://www.huffingtonpost.com/entry/spain-christmas-lottery_us_5a3d6b33e4b025f99e170a98,People all over Spain bought tickets in hopes of winning a share of the $2.8 billion total prize money.,2017-12-22
WORLD NEWS,"With America No Longer A 'Friend,' Angela Merkel Looks To China As New Partner",Dominique Mosbergen,https://www.huffingtonpost.com/entry/merkel-germany-china-xi-meeting_us_595da3f5e4b0615b9e8f0b00,"During a state visit to Berlin this week, Chinese President Xi Jinping hailed a ""new beginning"" for the two countries.",2017-07-06
WORLD NEWS,Report Uncovers Nearly 100 Sex Abuse Lawsuits Against Catholic Leaders In Guam,Antonia Blumberg,https://www.huffingtonpost.com/entry/report-uncovers-nearly-100-sex-abuse-lawsuits-against-catholic-leaders-in-guam_us_5988b252e4b0d7937388fdff,An investigation by the USA Today Network details 40 years of alleged assaults.,2017-08-07
WORLD NEWS,UN Secretary-General Puts World On 'Red Alert' In Somber New Year's Eve Address,Dominique Mosbergen,https://www.huffingtonpost.com/entry/antonio-guterres-un-new-years-eve-red-alert_us_5a49e3e3e4b0b0e5a7a7a4ee,"“When I took office a year ago, I appealed for 2017 to be a year for peace. Unfortunately, in fundamental ways, the world has gone in reverse.""",2018-01-01
WORLD NEWS,Typhoon Hato Leaves Deadly Trail Of Destruction In Hong Kong And Macau,Jesselyn Cook,https://www.huffingtonpost.com/entry/typhoon-hato-hong-kong-macau_us_599d8c5ee4b0d97c4000792e,The tropical storm killed at least 16 people across China's southeastern coast.,2017-08-24
WORLD NEWS,Suu Kyi's Silence: Why Myanmar's Leader Is Ignoring The Rohingya Genocide,Jesselyn Cook,https://www.huffingtonpost.com/entry/myanmar-suu-kyi-rohingya-genocide_us_5ab14dd7e4b008c9e5f1fc90,"Aung San Suu Kyi once said: ""It is not power that corrupts but fear. Fear of losing power corrupts those who wield it.”",2018-04-24
WORLD NEWS,'Black Panther' To Premiere in Saudi Arabia After 35-Year Ban On Theaters,Carol Kuruvilla,https://www.huffingtonpost.com/entry/black-panther-will-be-first-film-shown-in-saudi-arabian-theaters-in-decades_us_5ac649bfe4b07a3485e1fc82,AMC plans to open up to 40 theaters in Saudi Arabia over the next five years.,2018-04-05
WORLD NEWS,Physician Says Racist 'White Doctor' Rant Reflects Larger Issue In Canada,Carla Herreria,https://www.huffingtonpost.com/entry/physician-reacts-white-doctor-canada_us_594b1f7ee4b01cdedf00448f,"""When someone accuses you that way or treats you that way, you feel like an alien.”",2017-06-22
WORLD NEWS,Ex-Italian P.M. Berlusconi Reportedly Ordered To Stand Trial On Judicial Corruption Charge,,https://www.huffingtonpost.com/entry/ex-italian-pm-berlusconi-reportedly-ordered-to-stand-trial-on-judicial-corruption-charge_us_5a2050afe4b0392a4ebc44a6,"The trial will begin in the Tuscan city of Siena in February, the source said.",2017-11-30
WORLD NEWS,Attacks Cast Shadow On Final Day Of British Election Campaigning,"Alistair Smout, Reuters",https://www.huffingtonpost.com/entry/attacks-cast-shadow-on-final-day-of-british-election-campaigning_us_59380358e4b01fc18d3f512e,Theresa May needs a solid majority for her snap election gamble to pay off.,2017-06-07
WORLD NEWS,Colombian Guerrilla Group Admits To Killing Russian-Armenian Hostage,"Helen Murphy and Luis Jaime Acosta, Reuters",https://www.huffingtonpost.com/entry/colombian-guerrilla-group-eln-kills-hostage_us_59ab35c0e4b0b5e530ff265a,The ELN says Arsen Voskanyan was killed during an attempt to flee the group's custody.,2017-09-02
WORLD NEWS,"As Italians Turn To Fortune Tellers, Priest Points To Growing Need For Exorcists",Carol Kuruvilla,https://www.huffingtonpost.com/entry/as-italians-turn-to-fortune-tellers-priest-points-to-growing-need-for-exorcists_us_5a9810b8e4b0e6a52305753e,The Vatican is training exorcists to cope with the demand.,2018-03-01
WORLD NEWS,At Least 19 Dead As Typhoon Damrey Sweeps Into Vietnam,"Mai Nguyen, Reuters",https://www.huffingtonpost.com/entry/vietnam-typhoon-damrey-death-toll_us_59fdc3a8e4b04cdbeb33736e,The storm hit just days ahead of the APEC summit of Asia-Pacific leaders.,2017-11-04
WORLD NEWS,The Westernization Of Emoji,"The Atlantic, ContributorExploring the American idea since 1857",https://www.huffingtonpost.com/entry/the-westernization-of-emoji_us_59235596e4b07617ae4cbec4,"The irony, she says, is that two of the four new Chinese-themed emoji are not Chinese Chinese, but instead reflect Westernized elements of Chinese culture.",2017-05-22
WORLD NEWS,Protesters Clash With Police After Access To Aqsa Mosque Barred For Muslim Men Under 50,"Luke Baker and Ori Lewis, Reuters",https://www.huffingtonpost.com/entry/jerusalem-protests-aqsa-mosque_us_5971f856e4b09e5f6cceb4af,"The Palestinian Red Crescent ambulance service said at least 30 people had been hurt, two seriously and some suffered from tear gas inhalation.",2017-07-21
WORLD NEWS,Austria Wants To Ban Kindergarten Girls From Wearing Hijabs At School,Carol Kuruvilla,https://www.huffingtonpost.com/entry/austria-kindergarten-hijab-ban_us_5ac7b95ce4b0337ad1e7df69,"Austrian Muslims called the move ""patronizing"" -- especially since most girls don't wear hijabs until puberty.",2018-04-06
WORLD NEWS,A Record Number Of Journalists Are Imprisoned Worldwide For Doing Their Jobs,Jesselyn Cook,https://www.huffingtonpost.com/entry/reporters-prison-committee-to-protect-journalists_us_5a303a85e4b091ca26835e61,"More than half are behind bars in Turkey, China and Egypt, says a new Committee to Protect Journalists report.",2017-12-13
WORLD NEWS,What You Need To Know About The Suspected Syrian Chemical Attack,Nick Visser,https://www.huffingtonpost.com/entry/need-to-know-suspected-syrian-chemical-attack_us_5acda5e7e4b09212968ce51c,Trump ordered military strikes on Syria in response to the attack.,2018-04-11
WORLD NEWS,China Unveils World's Largest Carbon Market,Dominique Mosbergen,https://www.huffingtonpost.com/entry/china-carbon-market_us_5a38c978e4b0860bf4aab4b8,The move shows China is taking the lead on climate change as the U.S. retreats.,2017-12-19
WORLD NEWS,"After The Floods, Zimbabwean Women Are Impatient To Get Back To Work","Tendai Marima, Women & Girls",https://www.huffingtonpost.com/entry/after-the-floods-zimbabwean-women-are-impatient-to-get-back-to-work_us_592709cbe4b0265790f5f2bc,"Tropical storm Dineo destroyed the homes and livelihoods of hundreds of Zimbabwean women, who are now struggling to get back",2017-05-25
WORLD NEWS,"Riz Ahmed, Mindy Kaling, Aziz Ansari And Others Launch Appeal For Rohingya",Akbar Shahid Ahmed,https://www.huffingtonpost.com/entry/riz-ahmed-mindy-kaling-aziz-ansari-and-more-launch-appeal-for-rohingya_us_5a0609fee4b0e37d2f3764d4,"More than a million members of Myanmar's Rohingya community face government persecution including eviction, torture and rape.",2017-11-11
WORLD NEWS,"Irish Voters Set To Liberalize Abortion Laws In Landslide, Exit Poll Signals",,https://www.huffingtonpost.com/entry/ireland-abortion-vote-exit-poll_us_5b087cebe4b0802d69cb40f1,Vote counting will begin Saturday.,2018-05-25
WORLD NEWS,How Do Other Nations Memorialize Their Past Atrocities?,Nick Robins-Early,https://www.huffingtonpost.com/entry/confederate-statues-slavery-holocaust-memorials_us_5999ba06e4b0a2608a6cdc89,The U.S. debate over Confederate statues will look familiar to a lot of nations.,2017-08-23
WORLD NEWS,"In Russia, State TV And The Internet Tell A Tale Of Two Protests","Andrew Osborn, Reuters",https://www.huffingtonpost.com/entry/russia-protests-state-tv-internet_us_593ff8eee4b02402687ce6dd,Anyone relying on state TV would have concluded that some of the biggest anti-Kremlin protests in years were a non-event.,2017-06-13
WORLD NEWS,Reducing Domestic Violence Helps All Of Haiti,"Bjorn Lomborg, ContributorBjorn Lomborg is director of the Copenhagen Consensus Center, ...",https://www.huffingtonpost.com/entry/reducing-domestic-violence-helps-all-of-haiti_us_595269c2e4b0c85b96c65caf,"Domestic violence is a human rights issue, a public health issue and an economic development issue.",2017-06-27
WORLD NEWS,Losing The Last Vestiges Of Our Moral Fabric,"Alon Ben-Meir, ContributorSenior Fellow, Center for Global Affairs, NYU",https://www.huffingtonpost.com/entry/losing-the-last-vestiges-of-our-moral-fabric_us_5a0dd000e4b03fe7403f83fb,"The unspeakable atrocities that are happening in South Sudan are unfathomable, not only because of the scope of savagery",2017-11-16
WORLD NEWS,Frankfurt To Evacuate Thousands As Huge WWII Bomb Is Defused,"Tom Sims and Maria Sheahan, Reuters",https://www.huffingtonpost.com/entry/frankfurt-to-evacuate-thousands-as-huge-wwii-bomb-is-defused_us_59a9b19ce4b0354e440a5dcd,"An uncontrolled explosion of the bomb could flatten a city block, Frankfurt's fire chief warned.",2017-09-01
WORLD NEWS,Myanmar And Bangladesh Establish 2-Year Timeframe For Rohingya Repatriation,"Ruma Paul and Yi-mou Lee, Reuters",https://www.huffingtonpost.com/entry/bangladesh-myanmar-rohingya-deal-repatriation_us_5a5e7033e4b0ee2ff32b5af1,"The two nations struck a deal on Tuesday to complete the return of 650,000 Rohingya Muslims who fled an army crackdown last year in Myanmar.",2018-01-16
WORLD NEWS,All The UAE’s Men: Gulf Crisis Opens Door To Power Shift In Palestine,"James M. Dorsey, ContributorS. Rajaratnam School of International Studies, Senior fellow",https://www.huffingtonpost.com/entry/all-the-uaes-men-gulf-crisis-opens-door-to-power_us_59619923e4b085e766b5135f,"By James M. Dorsey With attention in the Middle East focussed on the Gulf crisis, the United Arab Emirates is elsewhere seeking",2017-07-09
WORLD NEWS,"To Fight Radicalization In Southeast Asia, Empower The Women","The Conversation Global, ContributorThe Conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/to-fight-radicalisation-in-southeast-asia-empower_us_595e4c72e4b085e766b510bc,"Serina Abdul Rahman, National University of Singapore and Christopher H Lim, Nanyang Technological University Women have",2017-07-06
WORLD NEWS,Australian Archbishop Convicted Of Covering Up Child Sex Abuse,Willa Frej,https://www.huffingtonpost.com/entry/archbishop-philip-wilson-convicted-sex-abuse_us_5b03e140e4b07309e05bce79,Archbishop Philip Wilson knew about the abuse of four boys dating back to the 1970s and did nothing.,2018-05-22
WORLD NEWS,Iran's Protesters Defy Crackdown Warning As President Addresses Unrest,"Bozorgmehr Sharafedin, Reuters",https://www.huffingtonpost.com/entry/iran-protests-crackdown_us_5a48f0b9e4b025f99e1c4c19,Tens of thousands of Iranians have demonstrated across the country since Thursday.,2017-12-31
WORLD NEWS,"There Were More Than 25,000 Homicides In Mexico Last Year, Government Says",Nick Visser,https://www.huffingtonpost.com/entry/mexico-murder-rate-2017_us_5a6660ebe4b0dc592a0bc57a,The murder rate was the highest in at least 20 years.,2018-01-23
WORLD NEWS,UK Deepens Investigation Into Possible Poisoning Of Former Russian Spy In England,Sarah Ruiz-Grossman,https://www.huffingtonpost.com/entry/uk-counter-terror-investigating-russian-spy-skripal-possible-poisoning_us_5a9f2940e4b0d4f5b66b4a69,A counterterrorism unit has taken over the case. Sergei Skripal remains in critical condition.,2018-03-07
WORLD NEWS,Chad Added To Trump's Travel Ban Partly Because It Ran Out Of Passport Paper,Willa Frej,https://www.huffingtonpost.com/entry/chad-travel-ban-passport-paper_us_59e8c9eae4b061a7badad9ed,That is not a joke.,2017-10-19
WORLD NEWS,Scores Killed In Shootout Near Cairo,,https://www.huffingtonpost.com/entry/scores-killed-in-shootout-near-cairo_us_59eb4589e4b00f08619f1f87,Egypt is battling an Islamist insurgency concentrated in the Sinai peninsula.,2017-10-21
